Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Wilson Chandler\chandwi01,SF,29,DEN,71,2197,14.9,0.545,0.347,0.207,5.2,17.8,11.6,9.8,1.1,1.1,10,22,2.4,1.1,3.5,0.077,0.5,-1.5,-1,0.5
Aaron Gordon\gordoaa01,SF,21,ORL,80,2298,14.5,0.53,0.309,0.251,5.3,14.1,9.6,10.5,1.4,1.4,8.5,20.1,2,1.7,3.7,0.077,-0.3,-0.7,-1,0.6
Ty Lawson\lawsoty01,PG,29,SAC,69,1732,15.4,0.551,0.226,0.416,3,8.9,6,29.9,2.2,0.3,17.3,19.5,2.2,1,3.2,0.088,-0.2,-0.8,-1,0.4
T.J. McConnell\mccontj01,PG,24,PHI,81,2133,13.7,0.504,0.107,0.176,2,11,6.5,37.5,3.1,0.4,22.4,14.4,1.4,2.4,3.8,0.084,-2,1,-1,0.5
Andre Roberson\roberan03,SF,25,OKC,79,2376,9.6,0.51,0.397,0.24,4.6,14.2,9.4,4.6,1.9,2.7,9.1,10.1,1.1,3.1,4.2,0.085,-2.5,1.4,-1,0.6
Derrick Rose\rosede01,PG,28,NYK,64,2082,17,0.53,0.061,0.259,3.4,9.3,6.4,22.8,1.1,0.7,11.9,25.7,2.4,0.6,3,0.068,1,-2,-1,0.5
Al-Farouq Aminu\aminual01,PF,26,POR,61,1773,11.3,0.506,0.455,0.292,4.8,23.5,14.1,7.9,1.7,2,15.2,15.4,-0.1,2,1.9,0.051,-1.4,0.4,-1.1,0.4
Marco Belinelli\belinma01,SG,30,CHO,74,1778,13.3,0.566,0.46,0.273,0.9,10.2,5.5,13.1,1.2,0.4,9.2,19.2,2,1.2,3.2,0.087,-0.6,-0.5,-1.1,0.4
Marcus Morris\morrima03,SF,27,DET,79,2565,12.4,0.508,0.355,0.184,3.2,12.8,7.8,9.4,1,0.8,7.4,20.3,1.4,2.4,3.9,0.072,-0.8,-0.3,-1.1,0.6
Josh Richardson\richajo01,SG,23,MIA,53,1614,10.7,0.493,0.442,0.15,2.4,9.2,5.8,12.7,1.9,1.9,10.6,16.8,0.3,1.9,2.2,0.066,-2,0.9,-1.1,0.4
James Ennis\ennisja01,SF,26,MEM,64,1501,10.6,0.581,0.427,0.343,5.1,14.9,9.9,6.5,1.6,1.2,13.8,13,1.4,1.7,3.1,0.101,-1.9,0.7,-1.2,0.3
Frank Kaminsky\kaminfr01,C,23,CHO,75,1954,13,0.502,0.441,0.195,3.2,15.8,9.5,13.5,1.2,1.5,8,21.8,0.4,1.9,2.3,0.056,-0.5,-0.6,-1.2,0.4
Allen Crabbe\crabbal01,SG,24,POR,79,2254,11.6,0.602,0.467,0.192,0.9,10.2,5.6,6.1,1.2,0.7,8.1,14.9,3.1,1,4.2,0.089,-0.7,-0.6,-1.3,0.4
Raymond Felton\feltora01,PG,32,LAC,80,1700,10.9,0.496,0.28,0.125,2.2,11.9,7.2,16.3,1.9,1.1,13.3,16.5,0.2,1.8,1.9,0.055,-2,0.7,-1.3,0.3
Evan Fournier\fournev01,SG,24,ORL,68,2234,13.9,0.555,0.387,0.298,2.1,8.3,5.1,14.8,1.5,0.1,11.8,23.5,1.7,1.1,2.8,0.059,-0.2,-1.1,-1.3,0.4
Jerami Grant\grantje01,PF,22,TOT,80,1531,10.1,0.556,0.354,0.448,2.7,12.1,7.4,4.2,1.1,4.1,10.1,12.1,1.1,1.8,2.9,0.091,-2.1,0.8,-1.3,0.3
Rondae Hollis-Jefferson\holliro01,SF,22,BRK,78,1761,13.7,0.517,0.124,0.467,5.8,21.1,13.6,13.4,2.2,1.9,15.1,18.7,0.4,2.2,2.6,0.07,-2.2,0.9,-1.3,0.3
Cory Joseph\josepco01,PG,25,TOR,80,2003,13.2,0.518,0.204,0.185,2.9,10.4,6.6,20,1.7,0.6,13.1,18.4,1.7,1.7,3.4,0.082,-0.9,-0.4,-1.3,0.4
Marcus Smart\smartma01,SG,22,BOS,79,2399,12,0.486,0.443,0.334,3.7,10.4,7.1,22,2.6,1.2,15.6,18.8,0.5,2.7,3.2,0.064,-1.9,0.6,-1.3,0.4
Matt Barnes\barnema02,SF,36,TOT,74,1777,10.3,0.514,0.556,0.188,4.6,19.7,12.3,15.7,1.3,1.3,17.3,15.6,0.3,1.7,2,0.053,-1.7,0.3,-1.4,0.3
Taj Gibson\gibsota01,PF,31,TOT,78,1989,15,0.543,0.018,0.223,8.6,17.9,13.2,5.9,1,2.6,11.9,19.3,1.6,2.5,4,0.097,-1.1,-0.4,-1.5,0.2
Markieff Morris\morrima02,PF,27,WAS,76,2374,13.7,0.54,0.22,0.242,5.1,18.2,11.7,7.8,1.7,1.5,11.6,20.5,1.6,2.5,4.1,0.083,-1.4,-0.1,-1.5,0.3
Dante Cunningham\cunnida01,PF,29,NOP,66,1649,10.2,0.586,0.504,0.075,3.6,14.2,8.9,3.2,1.2,1.4,7,10.7,1.4,1.6,3,0.088,-1.9,0.3,-1.6,0.2
E'Twaun Moore\mooreet01,SG,27,NOP,73,1820,12.1,0.537,0.336,0.12,1.9,6.9,4.4,13.8,1.3,1.4,8.7,17.4,1.2,1.5,2.7,0.07,-1.7,0.1,-1.6,0.2
Tony Snell\snellto01,SG,25,MIL,80,2336,9.7,0.603,0.656,0.107,1.1,11.1,6.2,5.9,1.2,0.5,8.8,12.1,2.1,1.3,3.4,0.071,-1,-0.7,-1.7,0.2
Andrew Wiggins\wiggian01,SF,21,MIN,82,3048,16.5,0.534,0.184,0.345,3.8,8.8,6.3,10.6,1.4,0.8,9.4,29,3.3,0.9,4.2,0.066,0.7,-2.4,-1.7,0.2
Deron Williams\willide01,PG,32,TOT,64,1657,14,0.541,0.39,0.182,0.9,9.4,5.1,35.9,1,0.4,17.6,22.1,1.5,0.9,2.4,0.069,0,-1.8,-1.8,0.1
Devin Booker\bookede01,SG,20,PHO,78,2730,14.6,0.531,0.283,0.308,1.8,8.3,5,16.3,1.3,0.6,12.9,28.6,1.3,0.6,2,0.035,0.3,-2.3,-1.9,0.1
Rodney McGruder\mcgruro01,SG,25,MIA,78,1966,9.1,0.506,0.478,0.154,5.2,9.2,7.2,8.8,1.2,0.7,10.2,12.3,1.2,1.7,2.9,0.072,-1.8,-0.1,-1.9,0
Buddy Hield\hieldbu01,SG,24,TOT,82,1888,11.8,0.541,0.494,0.099,2,13.5,7.8,10.3,1,0.4,11.2,21.3,0,1.3,1.3,0.032,-0.6,-1.4,-2,0
Jamal Murray\murraja01,SG,19,DEN,82,1764,11.9,0.518,0.471,0.164,2.6,10.7,6.7,14,1.4,1.1,12.6,21.6,0.6,0.7,1.3,0.037,-0.6,-1.4,-2,0
Jameer Nelson\nelsoja01,PG,34,DEN,75,2045,11.5,0.544,0.452,0.104,1.5,8.8,5.2,26,1.3,0.3,16.8,15.8,2.3,0.5,2.8,0.066,-0.8,-1.2,-2,0
Jamal Crawford\crawfja01,SG,36,LAC,82,2157,12,0.525,0.37,0.233,0.9,5.7,3.3,15.2,1.4,0.5,12.3,22.7,0.5,1.4,1.9,0.043,-0.8,-1.3,-2.1,0
Bojan Bogdanović\bogdabo02,SF,27,TOT,81,2083,13.5,0.585,0.464,0.288,1.9,12.3,7.2,8.7,0.8,0.3,12.1,22.4,2,0.9,2.9,0.067,-0.1,-2.1,-2.2,-0.1
Marquese Chriss\chrisma01,PF,19,PHO,82,1743,12.3,0.529,0.354,0.286,5.8,16.1,10.8,5.2,1.8,3.2,13.2,19.7,0.3,1.5,1.8,0.05,-2.2,-0.1,-2.2,-0.1
Robin Lopez\lopezro01,C,28,CHI,81,2271,14.4,0.511,0.003,0.134,11.5,13.2,12.3,5.6,0.4,4.1,10,17.5,1.8,2.4,4.3,0.09,-1.4,-0.8,-2.2,-0.1
Austin Rivers\riverau01,SG,24,LAC,74,2054,11.4,0.545,0.409,0.261,1.1,7.5,4.4,15,1.2,0.4,12.4,20.3,1.2,1.3,2.5,0.059,-1.2,-1,-2.2,-0.1
Sean Kilpatrick\kilpase01,SG,27,BRK,70,1754,13.1,0.546,0.419,0.329,1.3,15.4,8.4,14.6,1.2,0.3,13.8,23.8,0.4,1.1,1.4,0.04,-0.9,-1.4,-2.3,-0.1
Alex Len\lenal01,C,23,PHO,77,1560,15,0.553,0.026,0.449,10.6,25.3,17.8,4.2,1.2,5.1,15.5,17.6,1.2,1.7,3,0.091,-2.4,0.1,-2.3,-0.1
Doug McDermott\mcderdo01,SF,25,TOT,66,1508,10.7,0.554,0.419,0.169,1.4,11.5,6.4,5.9,0.4,0.3,6.6,16.4,1.6,1,2.6,0.083,-0.9,-1.4,-2.3,-0.1
Dario Šarić\saricda01,PF,22,PHI,81,2129,12.8,0.508,0.368,0.237,5.8,20.8,13.3,14.3,1.3,1.1,15.2,24.6,-1.2,2.2,1,0.023,-1.3,-0.9,-2.3,-0.2
Iman Shumpert\shumpim01,SG,26,CLE,76,1937,9,0.536,0.534,0.184,2.3,9.9,6.2,7.8,1.6,1.1,12.9,14,0.7,1.4,2,0.05,-2.3,0.1,-2.3,-0.1
Brandon Jennings\jennibr01,PG,27,TOT,81,1802,12.1,0.479,0.471,0.284,1.8,10.1,5.9,30.4,1.9,0.2,17.5,17.6,0.7,1,1.7,0.046,-1.2,-1.2,-2.4,-0.2
Shabazz Muhammad\muhamsh01,SF,24,MIN,78,1516,14.9,0.566,0.242,0.318,6.4,10.6,8.5,3.7,0.7,0.3,7.6,21.5,2.5,0.2,2.7,0.086,0.5,-2.9,-2.4,-0.1
Jordan Clarkson\clarkjo01,SG,24,LAL,82,2397,13.2,0.526,0.332,0.157,2.2,9.3,5.6,14.4,1.8,0.3,12.5,23.3,0.5,0.7,1.2,0.024,-0.9,-1.6,-2.5,-0.3
Evan Turner\turneev01,SF,28,POR,65,1658,11.4,0.491,0.214,0.187,2.4,14.2,8.3,18.4,1.6,1.2,14.3,18.5,0,1.2,1.2,0.035,-2.3,-0.1,-2.5,-0.2
Dorian Finney-Smith\finnedo01,PF,23,DAL,81,1642,7.7,0.486,0.574,0.183,3.7,12.4,7.9,6,1.6,1.4,11.1,11.6,-0.1,1.5,1.4,0.041,-3.3,0.6,-2.6,-0.3
Tony Parker\parketo01,PG,34,SAS,63,1587,13,0.514,0.121,0.206,0.7,7.3,4,27.8,1.1,0.1,12.5,20.2,1.4,1.7,3,0.092,-1.6,-0.9,-2.6,-0.2
Tim Frazier\fraziti01,PG,26,NOP,65,1525,12.4,0.504,0.317,0.319,2.3,9.7,6,31.4,1.8,0.3,18,16.3,1,1.4,2.4,0.075,-2.5,-0.2,-2.7,-0.3
Solomon Hill\hillso01,SF,25,NOP,80,2374,8,0.527,0.565,0.268,2.3,11.4,6.8,8.1,1.5,1.1,13.3,11.5,0.4,2.3,2.7,0.055,-3.5,0.8,-2.7,-0.4
Sergio Rodríguez\rodrise01,PG,30,PHI,68,1518,11.1,0.484,0.47,0.05,1.5,9.9,5.7,35.4,1.6,0.2,18.9,19.3,-0.3,1,0.7,0.023,-1.2,-1.6,-2.7,-0.3
Nik Stauskas\stausni01,SG,23,PHI,80,2188,9,0.54,0.566,0.237,1.1,10.3,5.7,12.9,1,1.2,15.5,16.4,0.1,1.4,1.4,0.031,-2.1,-0.8,-2.8,-0.5
Monta Ellis\ellismo01,SG,31,IND,74,1998,9.9,0.514,0.242,0.23,1.1,10.3,5.7,17.2,2,1.2,18,16.8,-0.7,1.7,1.1,0.026,-3.1,0.2,-2.9,-0.5
D.J. Augustin\augusdj01,PG,29,ORL,78,1538,11,0.524,0.53,0.311,1,7.4,4.1,20.4,1,0.1,13.3,19.4,0.7,0.5,1.2,0.038,-1.2,-1.8,-3,-0.4
Gerald Henderson\hendege02,SG,29,PHI,72,1667,10.8,0.529,0.313,0.298,2.2,10,6.1,10.5,1.2,0.7,9,17.9,1,1,2,0.059,-2.2,-0.9,-3.1,-0.5
Richard Jefferson\jefferi01,SF,36,CLE,79,1614,8.3,0.574,0.542,0.315,2,11.6,6.9,6.6,0.8,0.5,11.8,12.2,1.3,0.8,2.1,0.063,-2.5,-0.6,-3.1,-0.4
Bismack Biyombo\biyombi01,C,24,ORL,81,1793,12.2,0.546,0,0.69,9.3,25.6,17.2,6,0.7,4.1,17.7,13.2,0.8,2.1,2.9,0.077,-3.4,0.2,-3.2,-0.6
Kelly Oubre Jr.\oubreke01,SF,21,WAS,79,1605,9.1,0.516,0.425,0.224,4.3,14,9.2,4,1.8,0.9,9.3,14.6,0.6,1.5,2,0.061,-3.2,0,-3.2,-0.5
Arron Afflalo\afflaar01,SG,31,SAC,61,1580,8.9,0.559,0.36,0.221,0.7,8.4,4.6,7.4,0.7,0.3,8.4,14.4,1.2,0.2,1.4,0.043,-2.1,-1.5,-3.6,-0.7
Jeff Green\greenje02,PF,30,ORL,69,1534,10.5,0.505,0.346,0.301,2.7,12.8,7.6,8.1,1.2,0.7,10.6,20.3,-0.2,0.9,0.7,0.022,-2.4,-1.2,-3.6,-0.6
Matthew Dellavedova\dellama01,PG,26,MIL,76,1986,9.4,0.501,0.403,0.18,1.4,7.1,4.3,25.7,1.4,0,18.8,16.3,0.3,0.9,1.2,0.029,-2.5,-1.8,-4.2,-1.1
Brandon Ingram\ingrabr01,SF,19,LAL,79,2279,8.5,0.474,0.273,0.312,2.8,12.7,7.6,10.5,1.1,1.3,12.9,16.8,-1,0.7,-0.3,-0.007,-3,-1.4,-4.4,-1.4
Domantas Sabonis\sabondo01,PF,20,OKC,81,1632,6.9,0.469,0.331,0.139,3.1,16.4,9.8,7.2,1.2,1.6,14,15.4,-1,1.8,0.8,0.022,-4.5,-0.1,-4.5,-1
Isaiah Whitehead\whiteis01,PG,21,BRK,73,1643,7.6,0.487,0.293,0.222,2.1,9.7,5.9,17.7,1.2,1.7,20.3,18.2,-1.7,0.9,-0.8,-0.023,-4.3,-0.8,-5.1,-1.3
